学校名称,专业中文名称,专业原名称（官网名称）,内容
哥廷根大学,跨文化德国研究-德国-中国,Interkulturelle Germanistik Deutschland - China,"NC：总共录取15名中国学生，其中南京大学+北京大学各录取5-7名
1、官网
https://www.uni-goettingen.de/de/79164.html
2、申请日期
7.15截止
3、申请方式
官网申请程序：https://www.uni-goettingen.de/de/209269.html
4、申请材料
        •        动机信：为什么想参加该双学位项目
        •        CV表格
        •        成绩单
        •        毕业证+学位证

5、语言要求
德语C1 英语B2
6、匹配度要求
打分制（满分100分）
大学成绩（满分51分）
b） 对于有助于顺利完成本学位课程的特殊学习相关技术或实践知识和经验或大学外成就，获得最多20分，如下：
b1在以下领域之一至少6个学分得5分：应用语言学、文学和文化研究，跨文化/跨文化交际理论，文化理论与方法笔译/口译理论
b2准备本课程所涵盖主题的学士学位论文，得5分；
b3以下领域之一的实践知识和经验/专业活动证明得5分
语言和文化教育，跨文化交际，口译和笔译
b4在国外至少4周或一个学期的学习相关经验证明，最高5分；
b5用于跨文化/国际合作和理解的社会参与，从至少30小时到最多5分；
b6针对语言熟练程度：至少达到欧洲语言共同参考框架A1级，最高不超过5分；
b7在学习中证明奖学金和奖励，最高不超过5分

C动机信（最多九分）
要求证明申请人在学习过程中的兴趣，并且理由反映了个人的专业和个人要求，以及研究内容提供的关于专业或科学目标的观点

D 根据面试中确定的适合程度打分 （最多20分）
 然后分数相加择优录取

选拔标准：
大学成绩+动机信+面试（文化调解领域（翻译、文化工作、跨文化交流过程等）的专业背景、以往的经验和知识、课程内容的想法以及与启动相关的专业和个人目标课程）
7 硕士课程
https://www.uni-goettingen.de/de/document/download/1e36177a9ae1a4a4ea64ebf612326e68.pdf/Grafik%20zum%20Studienverlauf%20IKG%20Deutschland-China_ModulVZ_WS%2012-13_HP.pdf
可以在文学和文化调解（文化转移）、商业传播（法律和经济文化）或科学传播（教育和知识文化）进行自由选择
"
汉堡大学,德语语言学,Allgemeine Sprachwissenschaft,"网申：
https://www.uni-hamburg.de/campuscenter/bewerbung/master/papierlose-bewerbung.html
beata.wagner-nagy@uni-hamburg.de

申请日期：
冬季学期01.06. - 15.07.
夏季学期为01.12. - 15.01
申请方式：网申
匹配度说明：
	•	第一个专业大学学位（最小范围：德国或国际认可的外国大学的6个学期）科目为“语言学”、“语言学”或“语言学”、“德语作为外语/第二语言”、“语言教学研究”，至少30个学分，来自核语言学领域（语音学/语音学；形态学；语法；语义）
	•	或具有相应研究领域的学科，至少有30个学分，来自核心语言学领域（语音学/语音学；形态学；语法；语义学；实用学），以及经过验证的语言学分学科，必须通过学士学位记录记录来证明。如果记录记录没有显示单个课程的核心语言内容，您可以提交进一步的文件来记录这些内容，例如课程公告、学期时间表等。

学习内容：
语言类型学 在“语言类型学”的重点中，学生深入了解不同语言和语言变体的特征特征。为此，他们学习各种类型学原理，并了解语言类型学的方法。它们涉及语言现象领域。 b。语言使用 对“语言使用”的关注侧重于语言手段的功能，特别是在机构沟通中。学生学习分析其可变用途，特别是在多语言和跨文化话语中，并描述适应过程。 c。语言感知 在“语言感知”的重点中，学生从语言角度学习，以评估沟通中语言和认知过程的复杂互动，从而有资格参加跨学科活动。

硕士学位课程还提供了接触其他研究领域的机会，如语言教学研究、变异语言学和区域语言研究（特别是低地德语），或者例如媒体语言学和计算机语言学。大学内部的合作也扩大和深化了学习环境（例如计算机科学系）以及超区域（RWTH亚琛、CAU基尔、LMU慕尼黑）和国际（例如B。奥斯陆、乌得勒支、格罗宁根、巴黎、摩德纳、贝加莫、维也纳、开罗、安卡拉、东京、墨尔本、台湾）。
"
汉堡大学,德语文学,Deutschsprachige Literaturen,"1、官网
https://www.uni-hamburg.de/campuscenter/studienangebot/studiengang.html?1212159767
doerte.bischoff@uni-hamburg.de
2、申请日期
夏季6.1-7.15
冬季12.1-1.15
3、申请方式
官网申请
4、申请材料
通用材料
5、语言要求
德语c1
6、匹配度要求
基础要求
本科为德国研究、德语和文学、德语语言学、德语、德语作为第二语言/外语、现代德语文学学科等专业

如果符合特殊入学要求的申请超过了东欧研究硕士课程的名额，则选择基于：
a） 大学成绩等
b） 课程匹配度
c）海外交换、实习情况等
7、硕士课程
德国文学硕士概述了从中世纪早期到最近整个德语文学的广度——该课程在各自的文化、社会和美学背景下传授文学文本的深入分析技能。这些问题得到了既定文学参数的支持（例如一般性问题、文学理论、社会和科学史）。
德国文学学位课程使学生能够单独设计他们的学习兴趣，同时保护基础课程。一个重点是获得各种科学形式的分析和演示（口头演讲、小组讨论、书面论文、研究报告和研讨会论文）的深入技能。学习课程的首要目标是有能力独立制定德语文学及其文化背景领域的复杂和创新主题，并科学地发展这些主题。
文学硕士学位课程的特殊性是个人选择“旧德国文学”、“新德国文学”或跨学科研究领域之一“剧院和媒体”、“性别与文化”和“跨文化文学和媒体研究”领域的研究简介。
“旧德国文学”简介的主题是中世纪和近代早期（9世纪至17世纪）的德国文学。世纪）。该研究的目的是能够分析旧文学文本的原始语言构成，以及根据各自的文化状况和历史进程对模范文本领域的知识。
16世纪的德语文学世纪至今是“现代德国文学”简介的核心。这些问题涵盖了从艺术要求很高的文本到娱乐文学再到非小说文本的整个文学范围，它们的社会和思想历史背景以及与其他艺术和文化的关系。获得了从文学历史角度分析文学星座、流派、主题和主题的能力，以及在其构建条件下理解复杂流派类型学和文学理论关系的能力。
“剧院/媒体”的简介可以借鉴教廷长专注于汉堡同名德国研究的悠久传统，汉堡大学提供了该领域的理论和实践课程（如课程中的表现研究、媒体研究）以及文化机构。"
波恩大学,中德翻译,Asienwissenschaften: Schwerpunkt Chinesische Sprache und Translation,"1、官网
https://www.ioa.uni-bonn.de/sin/de/studium/ma/translation

2、申请日期：冬季申请ab Juni bis zum 15. Juli 2022
3、申请方式：邮寄
4、申请材料：基本材料
5.学制：4学期
6、语言要求:德语DSH3水平
7. 是否NC：否
8. 匹配度说明及选拔标准：
	•	针对以中文为母语的人。 
	•	德国研究、汉学、翻译等专业的学士学位。
	•	专门的模块，至少有24个LP
	•	德语能力至少达到DSH 3级水平


9.硕士授课内容：

在这个学位课程中，学生将获得现代高级和古典中国语言、语言学和翻译研究以及汉学方面的知识。他们在理论和实践中学习中德语言对翻译的各种原则和具体策略。除了课堂上的练习，学生们还接受了针对具体学科的口译和笔译实践培训，这对他们今后的职业发展起着重要作用。  
对于5名学生组成的小组，与合作大学北京外国语大学合作，可以获得双学位（第二至第三学期在国外停留一年，由DAAD全额奖学金支持）。
在 ""中国语言和翻译研究 ""这一入门模块之后，必须完成四个必修模块：媒体语言I和II以及专业语言I和II。一个语言模块 ""中国的社会和文学""，一个两学期的座谈会和两个必修的选修模块完成了该课程。

	•	未来就业：
在学位课程期间，学生可以参加口译、笔译或文化活动领域的各种特定科目实习。以下职业特别向毕业生开放：
在国际组织、基金会等担任笔译或口译员。
国际公司的翻译或口译员
中国教育机构的德语教师
德国教育机构的中文教师
贸易展览会和文化活动的组织者和工作人员
自由译员或口译员
"
科隆大学  ,德语语言文学, Deutsche Sprache und Literatur,"•	官网：
https://verwaltung.uni-koeln.de/abteilung21/content/studienangebot/faecheruebersicht_master/d/studiengang165285/index_ger.html
申请日期：
	•	冬季学期6.1-7.15
	•	夏季学期申请时间另行通知，一般在十二月初
申请方式：
	•	u.a.网申，此外需要在u.a.上申请VPD。如果想申请必须尽快准备。
	•	还要在 KLIPS 2.0上进行网申
	•	！！！随时翻看官网，获取最新信息！！！
申请材料：
	•	德语： TestDaF TDN 4, DSH 2*, DSD II, Telc C1 Hochschule, Telc C2, Goethe-Institut C2-Zertifikat, ÖSD C2, Feststellungsprüfung (FSP) mit Fach Deutsch
	•	如果没有达到语言要求，可以拿B2证书参加大学语言班（两年有效期）
	•	英语：B2及其他基本材料
学制：4学期
匹配度说明： 
	•	本科：德语语言文学、德语研究、德语 60 个相关学分，三个领域中的两个得 8 学分
	•	最低成绩 2.5
有其他问题请联系：masterzulassung-philfak@uni-koeln.de
	•	本科授课内容：
	•	现代德国文学研究基础
	•	德语语言学基础
	•	古德语语言和文学基础
	•	德语专业能力应用
	•	新德国文学：历史、调解、研究方面
	•	语言学中的描述层次：句法和语义
	•	德国媒体
	•	新德国文学 - 研究方面
	•	语言推理
	•	中世纪语言文学史
	•	文化实践中的语言文学
	•	硕士授课内容：
	•	近期德国文学：修辞学、诗学、美学
	•	德语语言学理论与模型
	•	历史文学
	•	现代德国文学：文学传播及其演变
	•	德语语言学的经验方法
	•	前现代的语言、文学和文化
	•	方法学
	•	语言，媒体与文化
	•	毕业方向：毕业生在高校、文化相关、教育机构、出版社、图书馆、媒体、企业传播以及行政和政治方面都可以就业。
"
纽伦堡大学 ,德语语言文学,German Language and Literature,"1. 官网：
https://www.fau.de/education/studienangebot/alle-studiengaenge/?_abschluss[]=ma&_faechergruppe[]=sprach-und-kulturwissenschaften&studiengang=germanistik-ma#aufbau-und-struktur

2. 申请日期：
1）夏季15.1-15.2. (SS) 2）冬季15.6- 15.7. (WS)
3. 申请方式：
网申+邮寄
https://www.campo.fau.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces

语言：DSH 2 ；歌德 C2

5. 匹配度说明：
1）本科课程对比：

        •        基本模块（现代德国文学、中世纪研究、语言学）（30 ECTS）
        •        高级模块（语言学、文学史、文学研究）（30 ECTS）
        •        高级模块（优先）（10 - 30 ECTS）
        •        最终模块（学士论文第一科目，10 ECTS）
        •        基本模块（现代德国文学、中世纪研究、语言学）（30 ECTS）
        •        高级模块（语言学、文学史、文学研究）（30 ECTS）
        •        专业化（20 ECTS）
        •        专业化（20 ECTS）
        •        教学法（10 ECTS）
        •        考试准备（5 个学分）
        •        基本模块（现代德国文学、中世纪研究、语言学）（25 ECTS）
        •        高级模块（语言学、文学史）（15 学分/9 学分）
        •        高级模块（优先）（20 ECTS）
        •        教学法（12 ECTS）
 
6. 硕士学习方向：

        •        语言规范和变体 (I LING) 1. 系统方面 NDL (I NDL) 
        •        系统方面 ÄDL (I MED)
        •        语言学方法——经验的、形式的和计算机辅助的（II LING 1）
        •        历史语言学与语言变迁（II LING 2）
        •        语法与词汇：理论与应用，来自母语和DaF 视角 (II LING 3)
        •        阅读模块LING（II LING 4）
现代德国文学高级模块
        •        文化研究 NDL (II NDL 2) 
        •        比较 NDL (II NDL 2)
        •        阅读模块 NDL (II NDL 3) 
中世纪研究高级模块
        •        文化研究 ÄDL (II MED 2) 
        •        比较 ÄDL (II MED 2)
        •        读取模块 ÄDL (II MED 3)
        •        语言变异 - 语言接触 - 对比语言学 (III LING 1a) 
        •        词典学和词汇学 (III LING 1b)
        •        项目模块LING（III LING 2）
        •         LING进阶研讨会（III LING 3）
现代德国文学高级模块
        •        文学史 NDL (III NDL 1)
        •        项目模块 NDL (III NDL 2)
高级模块中世纪研究
        •        文学史 ÄDL (III MED 1) 
        •        项目模块 ÄDL (III MED 2)
        •        硕士论文LING（IV LING 1）
        •        期末考试LING（IV LING 2）
        •        硕士论文NDL（IV NDL 1）
        •        NDL期末考试（IV NDL 2）
        •        硕士论文 ÄDL (IV MED 1)
        •        期末考试 ÄDL (IV ÄDL 2)"
耶拿大学,德语作为外语 - 德语作为第二语言,Deutsch als Fremd- und Zweitsprache,"	•	网址：
 https://www.uni-jena.de/ma-deutsch-fremdsprache-deutsch-zweitsprache-internationaler-master-auslandsgermanistik
	•	申请截止日期：
1）冬季学期：4.1-5.31
2）夏季学期：12.1-1.15
预计八月份通知是否录取
	•	申请方式：
1）第一次申请：
网申，通过OLAS系统申请，申请网站及流程如下： https://www.uni-jena.de/unijenamedia/studium/formulare-materialien/downloads-master/handbuecher/bewerbungshandbuch-olas.pdf
在OLAS上申请结束后，会收到一个名字叫“Antrag auf Zulassung zum Masterstudium an der Friedrich-Schiller-Universität Jena”的pdf文件，这个pdf文件必须打印下来，并签字。
2）第二次申请：
在申请期限之前通过E-Mail寄给 Master-Service-Zentrums，邮件地址： master@uni-jena.de。这一步结束后，才算完成申请。
	•	申请材料
1）基本材料       
2）注意：‘申请方式”中提到的pdf文件，动机信
动机信要求：3000字（包括空格）1-2页A4纸，包括：为什么选这个学校这个专业？具体地，哪些模块让你觉得你适合学这个专业？根据你先前学的知识和积累的经验，哪些与这个专业有联系？你的先前工作经验有什么？学校的哪些模块你先前有过接触？
3）300-500字的毕设摘要
	•	学制：4学期
	•	语言：
1）DSH II
2）耶拿大学有DSH考位，以及DSH备考班，可以申请
	•	是否NC：是
	•	匹配度说明及选拔标准：
1）本科专业为：德语相关专业
2）本科成绩：≤2.4
如有其他问题请联系： Christina.Kuhn@uni-jena.de
	•	本科授课内容
	•	 外语学习和教学的基础  
	•	语言描述的基础
	•	文化：区域研究、文学和跨文化接触
	•	语言记忆：词汇、语法和教学 
	•	外语课程中的媒体
	•	外语和第二语言教学：方法和技能
	•	德语作为第二语言在学校和工作中的运用
	•	理论与实践结合于课程中
	•	研究生授课内容

	•	毕业后就业方向：高校任职，或在歌德学院等语言机构任教，也可以在出版和广播电视媒体部门工作。
"
斯图加特大学,文学研究：德国研究,Literaturwissenschaft: Germanistik ,"条件录取有效期为三个学期，并为您提供在斯图加特大学学习的保证
yvonne.zimmermann@ilw.uni-stuttgart.de

1. 官网：
https://www.uni-stuttgart.de/studium/studienangebot/Literaturwissenschaft-Germanistik-M.A./
2. 申请日期：
1）冬季：5.15-7.15
2）夏季：12.1-1.15
3. 申请方式：网申
https://www.uni-stuttgart.de/studium/bewerbung/
4. 申请材料：无特殊
5. 匹配度说明：
1）至少持续六个学期的学士学位（或同等学历），主修或副修德国研究
2）现代德国文学研究导论（6 ECTS）；中世纪研究导论：语言历史和翻译（6 ECTS 学分）；现代德国文学史 I (3 ECTS)
3）绩点2.5以上
4）条件录取：在读本科的学生，能够证明在申请截止日期前至少获得了110个ECTS学分的学生，可以申请有条件录取，条件录取可以补30ECTS学分的课程"
维尔茨堡大学,德语研究,Germanistik als Fremdsprachphilologie,"语言：德福16。 1. 官网： https://www.uni-wuerzburg.de/studium/angebot/faecher/germanistik-fremd/
2. 申请日期：
1）冬季 7.15截止
2）夏季 1.15截止
3. 申请方式：邮寄
4. 申请材料：
1）申请表
https://www.uni-wuerzburg.de/fileadmin/32020000/Auslandsamt/Studium_in_Wuerzburg/Studium_mit_Abschluss/Bewerbung/Antraege/Antrag_auf_Zulassung_zu_einem_Masterstudiengang_fuer_auslaendische_Studienbewerber.pdf 
5. 匹配度说明：
本科德语文学学士学位
6. 硕士学习方向：
        •        德国语言学
        •        现代德国文学史
        •        德国现代文学和思想史
        •        德国语言学讲座
        •        欧洲民族学/民族学
        •        德国语言和文学教学
        •        计算机语言学和现代德国文学史
        •        德国现代文学
        •        博物馆学和物质文化"
波鸿鲁尔大学,德语研究,German studies,"1.官网：
https://studienangebot.rub.de/en/german-studies/master-1-subject
2. 申请日期：
	•	冬季学期：6.1-7.15
	•	夏季学期：1.15截止
3. 申请方式：网申
4. 申请材料：
	•	德语：德福总分16，DSH 2，DSD II，歌德C2，Telc C1 HS
5. 匹配度说明：
	•	至少 60-65 日耳曼文学类的学分
	•	其中至少 10 个学分必须来自三个子学科：德国语言学、德国中世纪研究、现代德国文学
	•	如有问题请联系相关负责人： daniel.haendel@rub.de
6. 硕士学习方向：
	•	德国语言学、
	•	德国中世纪研究
	•	现代德国文学
	•	（本科专业的加深）
7. 选拔标准：每年都有变化，如果要申请记得查看官网！！！
https://studium.rub.de/de/bewerbung-zum-master"
莱比锡大学 ,德语作为第二外语,Deutsch als Fremd- und Zweitsprache,"1.网址： 
https://www.uni-leipzig.de/studium/vor-dem-studium/studienangebot/studiengang/course/show/deutsch-als-fremd-und-zweitsprache-m-a
2.  申请截止日期：
    冬季学期：5.2- 5.31
    （没有夏季学期）
        •         申请方式：UA 申请
        •        申请材料：基本材料
包括申请表、高中毕业证、大学学位证、简历、语言证书、成绩单、APS
材料要求网站
https://www.uni-leipzig.de/en/international/studying-at-leipzig-university/prospective-students/masters-programmes#c12737
5. 学制：4学期  
6. 语言：
1）德语，德福4×4或DSH-2或歌德c1，注册之前允许b2
7. 是否NC 是
8. 匹配度说明及选拔标准：
对比本科课程模块
https://amb.uni-leipzig.de/?kat_id=818（莱比锡本科课程描述）
包括Einführung in das Fach DaF/DaZ、
Lexikologie der deutschen Gegenwartssprache
Didaktik/Methodik Deutsch als Fremd- und Zweitsprache
Phonetik/Phonologie/Rhetorik
Grammatik
Kulturstudien 1
Deutsch als Zweitsprache
Unterrichtspraxis
Zweitsprachenerwerb
Mediengestütztes Lehren und Lernen im Fremd- und Zweitsprachenunterricht
Deutsch für den Beruf
Kulturstudien 2
Leistungsmessung
Vermittlung sprachlicher Gegenstände im Fach Deutsch als Fremd- und Zweitsprache
介绍德语作为外语/德语作为第二语言 当代德语的词典学 教学/方法德语作为外语和第二语言 语音学/语音学/修辞学 文化研究 语法 德语作为第二语言 媒体支持的外语和第二语言教学教学 第二语言习得 德语工作 绩效衡量 以德语作为外语和第二语言教授语言科目
德语作为外语和第二语言的学士学位课程有180个学分，组成如下： 核心模块 包括90个学分： 60个学分必填区域 20个选修 10学分学士论文 关键资格 关键资格范围包括30个学分： 在赫德研究所框架内监督的强制性实习的10个学分（专业关键资格）实习模块包括五周的实习及其准备和跟进。最好在国外完成实习。 
9. 硕士授课内容：
硕士学位课程包括所有学生的强制性实习时间为150至250小时 学习计划应让您为基于科学的专业活动做好准备，并考虑到最新的研究成果和当前的发展，为您提供必要的技术知识、技能和方法，使您能够独立工作、独立思考和负责任地行事。特别是，您将能够批判性地评估、深入思考和应用该主题的基本理论和方法。他们可以在比较和跨学科的背景下，发展独立制定和处理科学问题的能力，结合跨文化交流和应用科学工作技术的技能，包括研究、口头和书面陈述。
硕士学位课程（M.A.）包括120个学分的学生工作量（LP）。一个学分相当于学生30小时的面对面和自学以及考试准备和执行的工作量。每学年不得获得超过60个学分。学生的总工作量在学年不应超过1800小时，包括无讲座期。
"
拜罗伊特大学,跨文化德国研究,Interkulturelle Germanistik （Master）  ,"1、网址：
https://www.uni-bayreuth.de/master/interkulturelle-germanistik#1404579e
2、申请截止日期：
1）冬季学期：3.1-7.15
2）夏季学期：9.1-1.15
3、申请方式：
网申
申请网站
https://campusonline.uni-bayreuth.de/ubto/
4、申请材料
        •        官网所需成绩表格
        •        动机信
        •        高中毕业证
        •        语言证书
        •        简历
        •        成绩单
        •        学位证（若有）
5、语言：
1）DSH II
2）daf17（此专业）
6、匹配度说明及选拔标准：
1）本科专业为：德语相关专业
2)语语言学或文化研究领域的学士学位，综合科目德语作为外语，德语作为第二语言或跨文化德语研究（至少49个ECTS学分）。
本科授课内容
本科模块
https://www.intergerm.uni-bayreuth.de/pool/dokumente/BA-Interkulturelle-Germanistik-MHB-m_-Anhang.pdf
汇集了德语研究的研究问题和德语作为外语的主题 在跨文化研究领域占据关键地位，跨文化研究是哲学、社会学、传播科学、文化研究、教育学、经济学、政治学、法律等多个学科的主题。 满足与全球德国国际研究和相关教育伙伴关系进行科学对话的要求 将教育的国际化理解为多元化和多样化 反映了知识的不同形式和社会背景，例如创新和技术植根于社会实践的背景下 利用和促进拜罗伊特/上弗兰肯地区的国际潜力 通过一个概念来实现其目标和任务，即以平衡的方式整合跨文化设计的日耳曼语子领域，包括使用多种语言研究和翻译研究的观点

7、研究生授课内容 
德国跨文化研究（15 ECTS） 跨文化语言学（15 ECTS） 文化研究跨文化研究概念（15 ECTS） 跨文化文学研究（15 ECTS） 实践和职业导向（10ECTS） 研究方向（40 ECTS） 补充学科研究（10 ECTS）"
开姆尼茨工业大学,跨文化德国研究,Interkulturelle Germanistik,"1. 官网：
https://www.tu-chemnitz.de/phil/studium/studiengaenge/ma_interkulturgermanistik.php
2. 申请日期：
3. 申请方式：网申
https://campus.tu-chemnitz.de/qisserver/pages/cs/sys/portal/hisinoneStartPage.faces?page=Bewerbungsportal
4. 申请材料：无特殊
5. 匹配度说明：
参考本科课程：
	•	语言-系统和沟通
	•	介绍日耳曼中世纪研究、现代德语和比较文学以及德语作为外语第二语言的基础
	•	能力培训
	•	语言-结构和使用方面
	•	品种、媒体语言、政治、经济
	•	中世纪研究的各个方面
	•	其他艺术和媒体背景下的文学研究实践
	•	古代和欧洲文学
	•	区域研究、文学、技术语言的教义；双语
	•	德国语言学
	•	中世纪和近代早期的德国文学和语言史
	•	现代德语和比较文学
	•	德语作为一种外语和第二语言
	•	媒体/通信
	•	欧洲历史、政治和文化背景下的语言和文学
	•	心理学
	•	英语/美国研究

6. 硕士学习方向：
	•	模块A：跨文化德国研究的基础
	•	关注跨文化文学
	•	模块B1：跨文化比较中的文学形式、织物和图案
	•	模块B2：跨文化中世纪研究/跨文化：话语和叙事（最新的德语和比较文学）
	•	模块C1：跨文化和跨文化深化
	•	模块C2：应用跨文化文学
	•	专注于德语作为外语和第二语言
	•	模块D1：德语作为外语和第二语言的科目
	•	模块D2：语言教学
	•	模块E1：跨文化文学
	•	模块E2：文化与区域研究
	•	模块F1：外语1
	•	模块F2：外语2
	•	模块G：硕士论文"
汉诺威大学,德语和英语语言学,German and English Linguistics,"NC专业
study@uni-hannover.de
语言：英语B1+德语B2
1. 官网：
 https://www.uni-hannover.de/de/studium/studienangebot/info/studiengang/detail/deutsche-und-englische-linguistikgerman-and-english-linguistics/
2. 申请日期：
1）冬季01.06.-15.07
2）夏季01.12.-15.01
3. 申请方式：通过ua申请（疫情期间不用邮寄）详细说明点击链接：
https://www.uni-hannover.de/de/studium/vor-dem-studium/bewerbung-und-zulassung/studienplatzbewerbung/master-nicht-eu/

4. 申请材料：
1）2-3页的简历
2）若有实习证明
5. 匹配度说明：
1）官网没有明确说明；参考本科英语

2）本科德语课程：
	•	L 1 文学研究导论 I (10 CP)
	•	S1 语言学概论 (10 CP)
	•	L 1 文学研究导论 I (10 CP)
	•	S1 语言学概论 (10 CP)
	•	L2 文学研究概论 II (10 CP)
	•	S2 语法（10 CP）
	•	L2 文学研究概论 II (10 CP)
	•	S2 语法（10 CP）
	•	D1 教学法（10 CP）
	•	L3-L5 和 S3-S7（包括至少一门文学和一门语言模块）（各 10 CP）
	•	D1 教学法（10 CP）
	•	L3-L5 和 S3-S7（包括至少两个文学和两个语言模块）（每个 10 CP）
	•	实习（6 CP）
6. 硕士学习方向：
必修区：
	•	M1 语法描述
	•	M2 语言学理论 M10
	•	M3 语言学研究方法
	•	M4专业化模块（共12周）
选修区：
	•	M5 语言变化和语言变化
	•	M6 对比语言学
	•	M7 语言在使用和交互
	•	M8 应用语言学

7. 选拔标准：
1）按照大学成绩排名，若排名想相同，则抽签决定
"
